170, 0
:, -1
int, -1
171, 1
:, -1
int, -1
172, 2
:, -1
int, -1
173, 3
:, -1
str, -1
173, 3
=, -1
str const, [121, 4]
sys, -1
., -1
read, -1
(, -1
170, 0
), -1
sys, -1
., -1
read, -1
(, -1
171, 1
), -1
sys, -1
., -1
read, -1
(, -1
172, 2
), -1
482, 5
:, -1
int, -1
482, 5
=, -1
170, 0
if, -1
482, 5
>, -1
171, 1
begin, -1
:, -1
482, 5
=, -1
171, 1
end, -1
;, -1
if, -1
482, 5
>, -1
172, 2
begin, -1
:, -1
482, 5
=, -1
172, 2
end, -1
;, -1
sys, -1
., -1
write, -1
(, -1
482, 5
), -1
